v
0.202700
0.596007
0.682059
0.401978
0.307387
0.080680
0.714053
0.217500
0.325713
0.263621
0.553015
0.272181
0.230386
0.640174
0.878646
0.369663
0.358876
0.293588
0.496399
0.709120
0.663081
0.414267
0.465441
0.184191
0.286806
0.343311
1.015288
1.020404
0.721792
0.721720
0.639293
0.747737
0.712978
0.572214
0.384579
0.643865
0.371966
0.482330
0.153630
0.754326
0.596790
0.331831
0.342732
0.320678
0.098809
0.299877
0.446857
0.917513
0.317598
0.161143
0.580301
0.336820
0.469372
0.206828
0.621584
0.265519
0.192036
0.888523
0.312592
0.418479
0.126523
0.292639
0.887531
0.273055
0.523838
0.657766
0.363215
0.878702
0.584723
0.562435
0.390929
0.502152
0.424386
0.668362
0.263040
0.280864
0.484186
0.463243
0.205872
0.308903
0.562519
0.248169
0.289517
0.749613
0.114507
0.317830
0.348270
0.442048
0.473640
0.169979
0.094429
0.270201
0.464342
0.704934
0.778039
0.374101
0.383203
0.380665
0.275132
0.293586
0.178580
0.290367
0.186858
0.435387
0.327340
0.121081
0.321955
0.143299
0.064742
0.577575
1.100781
0.070271
0.808060
0.200224
0.543060
0.481288
0.625813
0.672594
0.244696
0.130060
0.926301
0.306459
0.314663
0.266482
0.547897
0.342261
0.461559
0.615471
0.269315
0.533150
0.628266
0.159808
0.996182
0.620691
0.440021
0.590321
0.609559
0.413804
0.216767
0.320335
0.577777
0.193625
0.196188
0.596890
0.231377
0.100417
0.449346
0.603347
0.523193
0.354975
0.232374
0.266489
0.420407
0.384278
0.221130
0.117941
0.814263
0.663920
0.254809
0.669437
0.258815
0.433829
0.291681
0.271717
0.295849
0.795857
0.617376
0.434733
0.577136
0.409797
0.292381
0.328144
0.724248
0.201341
0.657840
0.741657
0.647075
0.689153
0.784796
0.355415
0.927546
0.190604
0.620872
0.292109
0.497970
0.022933
0.386873
0.501575
0.459181
0.342347
0.822267
0.252457
0.920571
0.229962
0.450767
0.692178
0.242225
0.396367
0.892745
0.149332
0.606502
0.577506
0.865019
0.352418
0.438626
0.761615
0.775105
0.347703
0.429673
0.425211
0.702679
1.068542
0.480752
1.283013
0.338934
0.636209
0.751316
0.567899
0.355623
0.369142
0.258958
0.485797
0.621633
0.246361
0.473307
0.441785
0.507411
0.760768
0.375708
0.853385
0.172734
0.054494
0.487896
0.943044
0.760431
0.053977
0.571834
0.325856
0.866437
0.368645
0.415925
0.593088
0.733074
0.627985
0.980083
0.317006
0.265924
0.116220
0.922777
0.631177
0.473607
0.241584
0.518016
0.374792
0.455154
0.553511
0.366702
0.493043
0.691242
0.235290
0.466245
0.658456
0.557798
0.499424
0.304139
0.465567
0.669731
0.809110
0.581864
0.379319
0.219915
0.238125
0.254975
0.375843
0.776292
0.754190
0.400983
0.699733
0.519349
0.560962
0.354607
0.727101
0.438233
0.597470
0.134411
0.690971
0.413661
0.532245
0.526809
0.225335
0.598276
0.100409
0.206630
0.586258
0.077064
0.377939
0.618761
0.208048
1.143716
0.451764
0.494418
0.538736
0.857885
1.122594
0.340048
0.775554
0.433248
0.398185
0.608869
0.190966
0.065894
0.678998
0.333148
0.250552
0.427876
0.729654
0.337185
0.308509
0.356930
0.259930
0.358335
0.214151
0.172399
0.642762
0.457232
0.463598
0.240968
0.623034
0.141978
0.779268
0.518714
0.773107
0.709389
0.751979
0.213085
0.903855
0.130183
0.627306
0.345425
0.049233
0.193486
0.807035
0.691004
0.642674
0.564939
0.392382
0.215432
0.331657
0.262693
0.312053
0.611677
0.703758
0.425728
0.201204
0.272073
0.357270
0.261806
0.390176
0.393040
0.523059
0.563279
0.092488
0.482386
0.427445
0.234580
0.075461
0.504408
0.317611
0.471079
0.636919
0.659018
0.251852
0.450346
0.946129
0.353466
0.029853
0.605867
0.361907
0.214708
0.558328
0.367968
0.406891
0.561925
0.298950
0.683300
0.621899
0.832796
0.170176
0.431250
0.101345
0.446357
0.271346
0.390619
0.465289
0.423973
0.292142
0.205179
0.301022
0.211873
0.241469
0.416319
0.239847
0.338214
0.669756
0.969604
0.279828
0.484776
0.679564
0.521849
0.315122
0.081783
0.773606
0.395109
0.221387
0.394448
0.376459
0.554178
0.292178
0.298314
0.394471
0.920461
0.662031
0.257562
0.286248
0.111816
0.847209
0.359037
0.362051
0.367498
0.404190
0.193568
0.433864
0.228741
0.359795
0.702168
0.054867
0.963457
0.371379
0.443492
0.470086
0.764674
0.933335
0.124881
0.124586
0.506819
0.206216
0.296241
0.619241
0.166054
0.314176
0.436004
0.409398
0.400506
0.588608
0.731570
0.298752
0.274654
0.580354
0.084775
0.318251
0.524177
0.471648
0.291766
0.366946
0.740404
0.258884
0.273654
0.242838
0.509765
0.178089
0.401107
0.270599
0.402675
0.351155
0.271570
0.681294
0.870063
0.476677
0.310854
0.282752
0.186553
0.191417
0.927292
0.209411
0.466567
0.259182
0.690661
0.616777
0.421103
0.981278
0.090096
0.615561
0.327315
0.231756
0.793036
0.625393
0.250371
0.617659
0.190656
0.160694
0.661041
0.416965
0.597353
0.538955
0.432624
0.394283
0.428438
0.818194
0.486640
0.213909
1.345120
0.654199
0.702672
0.222555
0.595878
0.192201
0.593661
0.260741
0.639322
0.120321
0.842000
0.420947
0.759821
0.306033
0.746502
0.707923
0.799254
0.468372
0.589890
0.703875
0.598915
0.256651
0.148326
0.048072
0.128319
0.397583
0.390962
0.499569
0.495877
0.549783
0.369076
0.370223
0.551009
0.404146
0.498514
0.409151
0.639974
0.260610
0.543981
0.413657
0.593968
0.642746
0.148507
0.365963
0.405972
0.379029
0.659414
0.192008
0.183718
0.929371
0.455164
0.093576
0.514754
0.753484
0.171572
0.483108
0.178009
0.596600
0.369617
0.285142
0.529861
0.292888
0.453016
0.899933
0.218281
0.393225
0.414133
0.203252
0.150490
0.463627
0.510992
0.591159
0.664774
0.337091
0.749848
0.196317
0.610509
0.097052
0.720693
0.638851
0.405272
0.155537
0.985170
0.836897
0.659893
0.381748
0.405290
0.104504
0.119273
0.662183
0.123021
0.644443
0.170979
0.235991
0.873758
0.998067
0.681252
0.579654
0.244295
0.405326
0.561774
0.218829
0.421506
0.673825
0.371357
0.497270
0.184573
0.587721
0.501140
0.665469
0.262650
0.777555
0.725026
0.118830
0.087123
0.894536
0.385549
0.070971
0.370135
0.709924
0.130811
0.716660
0.193147
0.405884
0.120053
0.690604
0.546643
0.196517
0.609642
0.266470
0.263780
0.316842
0.438186
0.300472
0.071270
0.489963
0.770558
0.239769
0.644462
0.634867
0.599541
0.089353
0.341167
0.261370
0.659914
0.141413
0.183135
0.287284
0.086242
0.612865
0.374346
0.357871
0.993962
0.885068
0.296919
0.377519
0.148890
1.021739
0.392932
0.596101
1.045612
0.078633
0.555847
0.276558
0.630647
0.349044
0.184473
0.230781
0.894704
0.740171
0.456708
0.300602
0.436568
0.180248
0.175103
0.204271
0.541098
0.650478
0.543210
0.166973
0.387859
0.215626
0.527424
0.261662
0.418244
0.800723
0.715459
0.493883
0.291624
0.950014
0.417196
0.426324
0.696449
0.510243
0.662463
0.616225
0.366593
0.250508
0.330198
0.183541
0.273022
0.255567
0.134968
0.499937
0.366302
0.346485
0.751436
0.470294
0.362664
0.190361
0.369682
0.211993
0.208794
0.256973
0.263840
0.456534
0.535587
0.245656
0.132315
0.464572
0.454217
0.682142
0.432649
0.438657
0.805518
0.623161
0.659213
0.459948
0.530998
0.485780
0.520937
0.278233
0.197024
0.085947
0.387322
0.498798
0.382240
0.117880
0.360022
0.507835
0.292827
0.691694
0.610790
0.927917
0.436636
0.026723
0.057663
0.184927
0.479473
0.563520
0.370989
0.320204
0.342190
0.323870
0.347795
0.241828
0.196201
0.817645
0.617407
0.286270
0.317196
0.559392
0.486365
0.527915
0.583504
0.920826
0.309968
0.751508
0.275373
0.193306
0.111351
0.439668
0.526390
0.316917
0.648037
0.400266
0.750629
0.285639
0.586161
0.422861
0.364683
0.197699
0.042765
0.376396
0.335845
0.080730
0.355482
0.884454
0.161249
0.870233
0.313217
0.588519
0.093970
0.338393
0.366716
0.112965
0.542984
0.346061
0.271425
0.867428
0.497248
0.342289
0.240919
0.253832
0.116007
0.438336
0.277629
0.450131
0.615062
0.567326
0.358938
0.307735
0.330270
0.418865
0.237967
0.420250
0.572246
0.370460
0.358852
0.961521
0.294607
0.427653
0.982070
0.766269
0.529127
0.138721
0.146530
0.310730
0.621252
0.415908
0.345679
0.465721
0.335343
0.434958
1.125963
0.382157
1.060921
0.109701
0.107693
0.632220
0.479148
0.492071
0.709510
0.495351
0.089290
0.265591
0.670608
0.402455
0.680195
0.434125
0.432352
0.076007
0.527481
0.550375
0.953955
0.252522
0.867330
0.571059
0.950521
0.557567
0.627679
0.177180
0.139431
0.266334
0.244183
0.160982
0.777583
0.831498
0.355889
0.315288
0.274493
0.417457
0.674579
0.414459
0.858615
0.231113
0.085722
0.756092
0.154285
0.181317
0.113069
0.278216
0.472057
0.425161
0.425359
0.183491
1.132354
1.065380
0.352479
0.504471
0.712744
0.505247
0.988696
0.493667
0.270657
0.542148
0.502728
0.312871
0.113634
0.286630
0.638680
0.185258
0.167727
0.195372
0.373036
0.238901
0.170435
0.223481
0.362092
0.539730
0.291125
0.192488
0.274760
0.454470
0.240791
0.137324
0.347983
0.625582
0.328524
0.515812
0.132512
0.386526
0.336757
0.402239
0.711319
0.207246
0.345631
0.620339
0.481551
0.254189
0.300078
0.892936
0.189864
0.367541
0.340694
0.543668
0.448498
0.583112
0.293449
0.335525
0.180857
0.344177
0.309906
0.888264
0.355503
0.316391
0.597825
0.664673
0.338606
0.579712
0.066871
0.320553
0.608293
0.413477
0.465034
0.426626
0.380944
0.465239
0.149117
0.357025
0.275638
0.227619
0.356726
0.601335
0.218790
0.176794
0.323561
0.705219
0.238137
0.323169
0.332502
0.413939
0.312497
0.593645
0.356946
0.359712
0.286661
0.363016
0.701037
0.104959
0.290879
0.137890
0.783380
0.550519
0.732830
0.925773
0.255085
0.381321
0.245830
0.448857
